Ville,Évènements,Date,Victimes,Capture,Comment
Nova Mykolayivka,Artillerie russe,"05,07,2022",,Ukraine,kharkiv
Dibrovne,Artillerie russe,"05,07,2022",,Ukraine,
Mazanivka,Artillerie russe,"05,07,2022",,Ukraine,
Krasnopillya,Artillerie russe,"05,07,2022",,Ukraine,
Adamivka,Artillerie russe,"05,07,2022",,Ukraine,
Bohorodychne,Artillerie russe,"05,07,2022",,Ukraine,
Tetyanivka,Artillerie russe,"05,07,2022",,Ukraine,
Ivano-Daryivka,Artillerie russe,"05,07,2022",,Ukraine,
Zvanivka,Artillerie russe,"05,07,2022",,Ukraine,
Berestov,Artillerie russe,"05,07,2022",,Ukraine,
Soledar,Artillerie russe,"05,07,2022",,Ukraine,
Pokrovske,Artillerie russe,"05,07,2022",,Ukraine,
Kodema,Artillerie russe,"05,07,2022",,Ukraine,
Novoluhanske,Artillerie russe,"05,07,2022",,Ukraine,
Shumy,Artillerie russe,"05,07,2022",,Ukraine,Donestk
Dolyna,Combats,"05,07,2022",,Ukraine,
Novoluhanske,Combats,"05,07,2022",,Ukraine,
Yasynuvata,Artillerie Ukrainienne,"05,07,2022",,Russie,
Pravdyne,Combats,"05,07,2022",,Ukraine,
Myrne,Combats,"05,07,2022",,Ukraine,
Vershyna,Combats,"05,07,2022",,Ukraine,
Zaytseve,Artillerie russe,"05,07,2022",,Ukraine,
Adamivka,Artillerie russe,"05,07,2022",,Ukraine,
Sosnivka,Combats,"05,07,2022",,Ukraine,
Dementiivka,Artillerie russe,"05,07,2022",,Ukraine,
Nove,Artillerie russe,"05,07,2022",,Ukraine,
Ruski Tyshky,Artillerie russe,"05,07,2022",,Ukraine,
Tsyrkuny,Artillerie russe,"05,07,2022",,Ukraine,
Kutuzivka,Artillerie russe,"05,07,2022",,Ukraine,
Klynove,Combats,"05,07,2022",,Russie,
Lozove,Combats,"06,07,2022",,Ukraine,
Novoluhanske,Combats,"06,07,2022",,Ukraine,
Vershyna,Combats,"06,07,2022",,Ukraine,
Donetsk,Artillerie Ukrainienne,"06,07,2022",,Russie,
Bilohorivka,Combats,"06,07,2022",,Ukraine,
Orekhove,Artillerie Ukrainienne,"06,07,2022",,Russie,Nord-est donestk
Kherson,Incident,"06,07,2022",,Russie,
Kyselivka,Artillerie Ukrainienne,"06,07,2022",,Russie,
Mazanivka,Combats,"06,07,2022",,Ukraine,
Dolyna,Combats,"06,07,2022",,Ukraine,
Hryhorivka,Combats,"06,07,2022",,Ukraine,saillant
Verkhnokamyanka,Combats,"06,07,2022",,Ukraine,
Spirne,Combats,"06,07,2022",,Ukraine,
Krasnopillya,Artillerie russe,"06,07,2022",,Ukraine,
Bohorodychne,Artillerie russe,"06,07,2022",,Ukraine,
Siversk,Artillerie russe,"06,07,2022",,Ukraine,
Berestov,Artillerie russe,"06,07,2022",,Ukraine,
Bilohorivka B,Artillerie russe,"06,07,2022",,Ukraine,
Travneve,Artillerie russe,"06,07,2022",,Ukraine,
Shumy,Artillerie russe,"06,07,2022",,Ukraine,
New York,Artillerie russe,"06,07,2022",,Ukraine,
Sloviansk,Artillerie russe,"06,07,2022",,Ukraine,
Kramatorsk,Artillerie russe,"06,07,2022",,Ukraine,
Kharkiv,Artillerie russe,"06,07,2022",,Ukraine,
Makiivka,Artillerie Ukrainienne,"06,07,2022",,Russie,
Donetsk,Artillerie Ukrainienne,"06,07,2022",,Russie,
Pavlivka,Combats,"07,07,2022",,Ukraine,
Marinka,Combats,"07,07,2022",,Ukraine,
Bilohirya,Combats,"07,07,2022",,Inconnu,
Donetsk,Artillerie Ukrainienne,"07,07,2022",,Russie,
Kharkiv,Artillerie russe,"07,07,2022",,Ukraine,
Debaltseve,Artillerie Ukrainienne,"07,07,2022",,Russie,
Kramatorsk,Artillerie russe,"07,07,2022",,Ukraine,
Sloviansk,Artillerie russe,"07,07,2022",,Ukraine,
Kherson,Artillerie Ukrainienne,"07,07,2022",,Russie,
Chepil,Artillerie russe,"07,07,2022",,Ukraine,
Kurulka,Artillerie russe,"07,07,2022",,Ukraine,
Mazanivka,Artillerie russe,"07,07,2022",,Ukraine,
Dolyna,Artillerie russe,"07,07,2022",,Ukraine,
Adamivka,Artillerie russe,"07,07,2022",,Ukraine,
Bohorodychne,Artillerie russe,"07,07,2022",,Ukraine,
Kryva Luka,Artillerie russe,"07,07,2022",,Ukraine,
Hryhorivka,Artillerie russe,"07,07,2022",,Ukraine,
Ivano-Daryivka,Artillerie russe,"07,07,2022",,Ukraine,
Spirne,Artillerie russe,"07,07,2022",,Ukraine,
Kuzmynivka,Artillerie russe,"07,07,2022",,Ukraine,
Semyhirya,Artillerie russe,"07,07,2022",,Ukraine,
Centrale de Vuhlehirska,Artillerie russe,"07,07,2022",,Ukraine,
Prybuzke,Artillerie russe,"07,07,2022",,Ukraine,mykolaiv
Lymany,Artillerie russe,"07,07,2022",,Ukraine,mykolaiv
Myrne,Artillerie russe,"07,07,2022",,Ukraine,Kherson
Blahodatne,Artillerie russe,"07,07,2022",,Ukraine,
Posad-Pokrovske,Artillerie russe,"07,07,2022",,Ukraine,
Kotlyareve,Artillerie russe,"07,07,2022",,Ukraine,mykolaiv
Dobryanka,Combats,"07,07,2022",,Ukraine,
Svitlodolynske,Incident,"07,07,2022",,Russie,zaporizhia
Velyke Artakove,Combats,"08,07,2022",,Ukraine,kherson
Bohorodychne,Combats,"08,07,2022",,Ukraine,
Svitlychne,Artillerie russe,"08,07,2022",,Ukraine,Kharkiv
Slatyne,Artillerie russe,"08,07,2022",,Ukraine,
Nove,Artillerie russe,"08,07,2022",,Ukraine,
Pytomnyk,Artillerie russe,"08,07,2022",,Ukraine,
Kharkiv,Artillerie russe,"08,07,2022",,Ukraine,
Petrivka,Artillerie russe,"08,07,2022",,Ukraine,
Peremoha,Artillerie russe,"08,07,2022",,Ukraine,
Bayrak,Artillerie russe,"08,07,2022",,Ukraine,
Zamulivka,Artillerie russe,"08,07,2022",,Ukraine,
Staryi Saltiv,Artillerie russe,"08,07,2022",,Ukraine,Kharkiv
Pishchane,Artillerie russe,"08,07,2022",,Ukraine,Kharkiv
Verkhnii Saltiv,Artillerie russe,"08,07,2022",,Ukraine,
Dementiivka,Combats,"08,07,2022",,Ukraine,
Korobochkyne,Artillerie russe,"08,07,2022",,Ukraine,Kharkiv
Lebyazhe,Artillerie russe,"08,07,2022",,Ukraine,
Mospanove,Artillerie russe,"08,07,2022",,Ukraine,Kharkiv
Husarivka,Artillerie russe,"08,07,2022",,Ukraine,
Virnopillya,Artillerie russe,"08,07,2022",,Ukraine,
Chervone,Artillerie russe,"08,07,2022",,Ukraine,
Dibrovne,Artillerie russe,"08,07,2022",,Ukraine,
Mazanivka,Artillerie russe,"08,07,2022",,Ukraine,
Novopavlivka,Artillerie russe,"08,07,2022",,Ukraine,
Khrestyshche,Artillerie russe,"08,07,2022",,Ukraine,
Mazanivka,Artillerie russe,"08,07,2022",,Ukraine,
Dolyna,Artillerie russe,"08,07,2022",,Ukraine,
Krasnopillya,Artillerie russe,"08,07,2022",,Ukraine,
Tetyanivka,Artillerie russe,"08,07,2022",,Ukraine,
Kryva Luka,Artillerie russe,"08,07,2022",,Ukraine,
Sloviansk,Artillerie russe,"08,07,2022",,Ukraine,
Kramatorsk,Artillerie russe,"08,07,2022",,Ukraine,
Siversk,Artillerie russe,"08,07,2022",,Ukraine,
Verkhnokamyanske,Combats,"08,07,2022",,Ukraine,
Ivano-Daryivka,Combats,"08,07,2022",,Ukraine,
Spirne,Combats,"08,07,2022",,Ukraine,
Berestov,Artillerie russe,"08,07,2022",,Ukraine,
Pokrovske,Artillerie russe,"08,07,2022",,Ukraine,
Centrale de Vuhlehirska,Artillerie russe,"08,07,2022",,Ukraine,
New York,Artillerie russe,"08,07,2022",,Ukraine,
Vesela Dolyna,Combats,"08,07,2022",,Ukraine,Donestk
Bakhmut,Artillerie russe,"08,07,2022",,Ukraine,
Opitne,Combats,"08,07,2022",,Inconnu,Donestk
Melitopol,Artillerie Ukrainienne,"08,07,2022",,Russie,
Yasynuvata,Artillerie Ukrainienne,"08,07,2022",,Russie,
Shakhtarsk,Artillerie Ukrainienne,"08,07,2022",,Russie,Donestk
Donetsk,Artillerie Ukrainienne,"08,07,2022",,Russie,
Nova Kakhovka,Artillerie Ukrainienne,"08,07,2022",,Russie,
Sosnivka,Combats,"08,07,2022",,Ukraine,
Kupyansk,Artillerie Ukrainienne,"08,07,2022",,Russie,
Bilohorivka,Combats,"10,07,2022",,Inconnu,
Dolyna,Combats,"10,07,2022",,Ukraine,
Krasnopillya,Combats,"10,07,2022",,Ukraine,
Donetsk,Artillerie Ukrainienne,"10,07,2022",,Russie,
Laryne,Artillerie Ukrainienne,"10,07,2022",,Russie,Donestk
Ilovisk,Artillerie Ukrainienne,"10,07,2022",,Russie,Donestk
Kharsysk,Artillerie Ukrainienne,"10,07,2022",,Russie,Donestk
Shakhtarsk,Artillerie Ukrainienne,"10,07,2022",,Russie,
Chystakove,Artillerie Ukrainienne,"10,07,2022",,Russie,Donestk
Khrestivka,Artillerie Ukrainienne,"10,07,2022",,Russie,Donestk
Velyka Komyshuvakha,Artillerie russe,"10,07,2022",,Ukraine,
Virnopillya,Artillerie russe,"10,07,2022",,Ukraine,
Chervone,Artillerie russe,"10,07,2022",,Ukraine,
Nova Dmytrivka,Artillerie russe,"10,07,2022",,Ukraine,
Barvinkove,Artillerie russe,"10,07,2022",,Ukraine,
Novopavlivka,Artillerie russe,"10,07,2022",,Ukraine,Kharkiv
Nikopol,Artillerie russe,"10,07,2022",,Ukraine,
Mazanivka,Artillerie russe,"10,07,2022",,Ukraine,
Sukhivka,Artillerie russe,"10,07,2022",,Ukraine,Kharkiv
Andrivka,Artillerie russe,"10,07,2022",,Ukraine,Kharkiv
Dibrovne,Artillerie russe,"10,07,2022",,Ukraine,
Dolyna,Artillerie russe,"10,07,2022",,Ukraine,
Bohorodychne,Artillerie russe,"10,07,2022",,Ukraine,
Krasnopillya,Artillerie russe,"10,07,2022",,Ukraine,
Adamivka,Artillerie russe,"10,07,2022",,Ukraine,
Vyimka ,Artillerie russe,"10,07,2022",,Ukraine,
Pereizne,Artillerie russe,"10,07,2022",,Ukraine,
Ivano-Daryivka,Artillerie russe,"10,07,2022",,Ukraine,
Berestov,Artillerie russe,"10,07,2022",,Ukraine,
Luhanske,Artillerie russe,"10,07,2022",,Ukraine,
Kurdyumivka,Artillerie russe,"10,07,2022",,Ukraine,Donestk
Shumy,Artillerie russe,"10,07,2022",,Ukraine,
Mazanivka,Combats,"10,07,2022",,Ukraine,
Avdiyivka,Artillerie russe,"10,07,2022",,Ukraine,
Novoselivka Druha,Artillerie russe,"10,07,2022",,Ukraine,
Volodymyrivka,Artillerie russe,"10,07,2022",,Ukraine,
Alchevsk,Artillerie Ukrainienne,"10,07,2022",,Russie,
Zaliznychne,Artillerie Ukrainienne,"10,07,2022",,Russie,Donestk
Kherson,Artillerie Ukrainienne,"10,07,2022",,Russie,
Kyselivka,Combats,"10,07,2022",,Inconnu,
Zuhres,Artillerie Ukrainienne,"10,07,2022",,Russie,Donestk
Chornobaivka,Artillerie Ukrainienne,"10,07,2022",,Russie,
Chasiv Yar,Artillerie russe,"10,07,2022",,Ukraine,
Velyka Komyshuvakha,Artillerie russe,"09,07,2022",,Ukraine,
Andrivka,Artillerie russe,"09,07,2022",,Ukraine,
Virnopillya,Artillerie russe,"09,07,2022",,Ukraine,
Dibrovne,Artillerie russe,"09,07,2022",,Ukraine,
Nova Dmytrivka,Artillerie russe,"09,07,2022",,Ukraine,
Sloviansk,Artillerie russe,"09,07,2022",,Ukraine,
Krasnopillya,Artillerie russe,"09,07,2022",,Ukraine,
Bohorodychne,Artillerie russe,"09,07,2022",,Ukraine,
Mazanivka,Artillerie russe,"09,07,2022",,Ukraine,
Siversk,Artillerie russe,"09,07,2022",,Ukraine,
Serebryanka,Artillerie russe,"09,07,2022",,Ukraine,
Hryhorivka,Artillerie russe,"09,07,2022",,Ukraine,
Bilohorivka,Artillerie russe,"09,07,2022",,Ukraine,
Verkhnokamyanske,Artillerie russe,"09,07,2022",,Ukraine,
Spirne,Artillerie russe,"09,07,2022",,Ukraine,
Pereizne,Artillerie russe,"09,07,2022",,Ukraine,
Berestov,Artillerie russe,"09,07,2022",,Ukraine,
Vesele,Artillerie russe,"09,07,2022",,Ukraine,
Pokrovske,Artillerie russe,"09,07,2022",,Ukraine,
Klynove,Artillerie russe,"09,07,2022",,Ukraine,
Zaytseve,Artillerie russe,"09,07,2022",,Ukraine,
Vershyna,Artillerie russe,"09,07,2022",,Ukraine,
Centrale de Vuhlehirska,Artillerie russe,"09,07,2022",,Ukraine,
Dolyna,Combats,"09,07,2022",,Ukraine,
Marinka,Combats,"09,07,2022",,Ukraine,
Avdiyivka,Combats,"09,07,2022",,Ukraine,
